Order ID,Order Date,Year,Month,Month Number,Year-Month,Customer ID,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin %,Order Value,Payment Method
ORD10329,2025-03-22,2025,Mar,3,2025-03,CUST0432,Kavya Mehta,West,Mumbai,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.05,4061.46,1897.58,46.72162227376362,4061.46,Cash on Delivery
ORD10238,2025-01-29,2025,Jan,1,2025-01,CUST0259,Krishna Nair,West,Mumbai,Furniture,Bed Side Table,Bed Side Table,1,5828.58,0.0,5828.58,998.88,17.137621856438447,5828.58,Credit Card
ORD10524,2025-01-16,2025,Jan,1,2025-01,CUST0349,Vivaan Verma,West,Pune,Home & Kitchen,Air Fryer,Air Fryer,1,1319.46,0.0,1319.46,657.3,49.81583375017052,1319.46,Credit Card
ORD11288,2025-02-24,2025,Feb,2,2025-02,CUST0337,Neha Chatterjee,West,Pune,Clothing,Denim Jeans,Denim Jeans,2,2056.08,0.0,4112.16,1675.23,40.7384440294152,4112.16,Credit Card
ORD11965,2024-08-24,2024,Aug,8,2024-08,CUST0193,Ishaan Singh,North,Delhi,Furniture,Study Table,Study Table,2,4991.64,0.15,8485.79,735.44,8.666724017445636,8485.79,Cash on Delivery
ORD10218,2024-07-23,2024,Jul,7,2024-07,CUST0328,Pooja Kumar,East,Patna,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.05,854.49,133.96,15.677187562171587,854.49,UPI
ORD11252,2024-04-17,2024,Apr,4,2024-04,CUST0413,Vihaan Verma,West,Mumbai,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.1,4209.88,472.45,11.222410139956484,4209.88,Debit Card
ORD10008,2024-05-12,2024,May,5,2024-05,CUST0062,Aditya Mehta,West,Ahmedabad,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.0,4602.67,637.51,13.850873514720801,4602.67,Net Banking
ORD10747,2025-03-16,2025,Mar,3,2025-03,CUST0329,Aadhya Verma,South,Hyderabad,Furniture,Study Table,Study Table,1,4991.64,0.1,4492.48,617.31,13.74096267540423,4492.48,Credit Card
ORD10505,2024-03-23,2024,Mar,3,2024-03,CUST0246,Pooja Singh,North,Chandigarh,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.05,4767.78,1248.7,26.19038630138136,4767.78,Credit Card
ORD10803,2024-11-09,2024,Nov,11,2024-11,CUST0160,Aditya Patel,West,Mumbai,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.1,4142.4,177.24,4.278679026651218,4142.4,Credit Card
ORD10052,2024-03-18,2024,Mar,3,2024-03,CUST0162,Vihaan Singh,South,Hyderabad,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.0,4602.67,637.51,13.850873514720801,4602.67,UPI
ORD10743,2024-09-25,2024,Sep,9,2024-09,CUST0435,Krishna Kapoor,North,Jaipur,Electronics,USB-C Charger,USB-C Charger,1,700.94,0.05,665.89,38.12,5.724669239664208,665.89,Cash on Delivery
ORD11535,2024-04-06,2024,Apr,4,2024-04,CUST0375,Unknown Customer,South,Bengaluru,Clothing,Men's T-Shirt,Men's T-Shirt,2,1052.59,0.05,1999.92,587.84,29.39317572702908,1999.92,UPI
ORD10906,2024-10-27,2024,Oct,10,2024-10,CUST0229,Divya Das,North,Jaipur,Electronics,Webcam HD,Webcam HD,1,2743.97,0.05,2606.77,518.88,19.905093276353494,2606.77,Debit Card
ORD10594,2024-03-03,2024,Mar,3,2024-03,CUST0351,Aarav Mehta,West,Pune,Clothing,Men's T-Shirt,Men's T-Shirt,2,1052.59,0.0,2105.18,693.1,32.923550480243975,2105.18,Credit Card
ORD10271,2024-09-13,2024,Sep,9,2024-09,CUST0311,Sanjay Kapoor,West,Ahmedabad,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Net Banking
ORD11545,2024-07-31,2024,Jul,7,2024-07,CUST0077,Arjun Kumar,North,Jaipur,Electronics,Portable SSD 1TB,Portable SSD 1TB,2,3916.61,0.0,7833.22,1033.22,13.190233390610759,7833.22,Debit Card
ORD10789,2024-02-04,2024,Feb,2,2024-02,CUST0267,Reyansh Kapoor,South,Bengaluru,Electronics,Laptop Stand,Laptop Stand,2,4602.67,0.05,8745.07,814.75,9.316677853922267,8745.07,Credit Card
ORD11518,2025-02-08,2025,Feb,2,2025-02,CUST0301,Arjun Bose,South,Chennai,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,1,2707.34,0.0,2707.34,790.08,29.18288800076828,2707.34,UPI
ORD10572,2024-08-03,2024,Aug,8,2024-08,CUST0220,Meera Chatterjee,East,Patna,Clothing,Denim Jeans,Denim Jeans,1,2056.08,0.0,2056.08,837.62,40.73868721061438,2056.08,Credit Card
ORD11079,2024-08-26,2024,Aug,8,2024-08,CUST0261,Karan Bose,North,Delhi,Stationery,Gel Pen Set,Gel Pen Set,2,4275.22,0.0,8550.44,4222.67,49.38541174489266,8550.44,Credit Card
ORD11328,2024-04-01,2024,Apr,4,2024-04,CUST0256,Ravi Reddy,South,Chennai,Stationery,Gel Pen Set,Gel Pen Set,3,4275.22,0.05,12184.38,5692.73,46.721540201471065,12184.38,Credit Card
ORD10061,2024-03-21,2024,Mar,3,2024-03,CUST0312,Priya Nair,West,Pune,Electronics,Bluetooth Speaker,Bluetooth Speaker,3,5172.8,0.0,15518.4,2397.19,15.4474043715847,15518.4,Debit Card
ORD11589,2024-08-01,2024,Aug,8,2024-08,CUST0422,Pooja Iyer,West,Pune,Electronics,Wireless Mouse,Wireless Mouse,2,4677.64,0.1,8419.75,944.9,11.222423468630303,8419.75,Cash on Delivery
ORD12065,2024-07-24,2024,Jul,7,2024-07,CUST0117,Ishaan Patel,West,Pune,Electronics,Webcam HD,Webcam HD,1,2743.97,0.2,2195.18,107.29,4.887526307637643,2195.18,Debit Card
ORD11641,2024-08-05,2024,Aug,8,2024-08,CUST0072,Unknown Customer,South,Bengaluru,Furniture,Recliner Chair,Recliner Chair,1,2880.32,0.0,2880.32,982.88,34.123986223752915,2880.32,UPI
ORD10758,2024-05-04,2024,May,5,2024-05,CUST0163,Anika Mehta,North,Chandigarh,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.05,4034.22,1579.32,39.14808810625102,4034.22,Cash on Delivery
ORD11519,2024-10-19,2024,Oct,10,2024-10,CUST0284,Aadhya Rao,West,Mumbai,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Cash on Delivery
ORD10740,2024-07-01,2024,Jul,7,2024-07,CUST0057,Aarav Kapoor,North,Jaipur,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.05,854.49,133.96,15.677187562171587,854.49,Debit Card
ORD11569,2025-03-13,2025,Mar,3,2025-03,CUST0276,Nikhil Rao,North,Delhi,Electronics,Portable SSD 1TB,Portable SSD 1TB,2,3916.61,0.0,7833.22,1033.22,13.190233390610759,7833.22,Credit Card
ORD11995,2024-08-09,2024,Aug,8,2024-08,CUST0308,Reyansh Mehta,North,Jaipur,Electronics,USB-C Charger,USB-C Charger,4,700.94,0.0,2803.76,292.68,10.438839272976288,2803.76,Credit Card
ORD11192,2024-03-23,2024,Mar,3,2024-03,CUST0276,Nikhil Rao,South,Chennai,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.0,3397.24,942.34,27.73839940657711,3397.24,UPI
ORD11071,2024-11-04,2024,Nov,11,2024-11,CUST0230,Arun Verma,North,Chandigarh,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.1,809.51,88.98,10.991834566589667,809.51,Credit Card
ORD10397,2024-10-11,2024,Oct,10,2024-10,CUST0301,Arjun Bose,North,Delhi,Furniture,Office Chair,Office Chair,1,3394.32,0.0,3394.32,1144.69,33.72369134318509,3394.32,Credit Card
ORD10531,2024-12-27,2024,Dec,12,2024-12,CUST0253,Saanvi Iyer,North,Jaipur,Clothing,Formal Shirt,Formal Shirt,1,1477.42,0.0,1477.42,491.31,33.25459246524346,1477.42,Debit Card
ORD11129,2024-12-21,2024,Dec,12,2024-12,CUST0095,Rohan Verma,South,Bengaluru,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.15,3912.27,-52.89,-1.3519005590104978,3912.27,UPI
ORD12001,2025-03-17,2025,Mar,3,2025-03,CUST0431,Riya Joshi,North,Delhi,Clothing,Formal Shirt,Formal Shirt,2,1477.42,0.0,2954.84,982.62,33.25459246524346,2954.84,UPI
ORD12107,2024-03-09,2024,Mar,3,2024-03,CUST0350,Priya Kumar,East,Kolkata,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Debit Card
ORD11083,2024-05-08,2024,May,5,2024-05,CUST0202,Sai Chatterjee,West,Pune,Furniture,Office Chair,Office Chair,1,3394.32,0.0,3394.32,1144.69,33.72369134318509,3394.32,Credit Card
ORD11525,2024-05-05,2024,May,5,2024-05,CUST0289,Neha Rao,North,Jaipur,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.1,4056.17,712.63,17.569036800725808,4056.17,Debit Card
ORD10563,2024-08-31,2024,Aug,8,2024-08,CUST0031,Nikhil Gupta,South,Hyderabad,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Credit Card
ORD10998,2024-07-26,2024,Jul,7,2024-07,CUST0443,Vihaan Bose,South,Bengaluru,Stationery,Notebook Pack,Notebook Pack,1,4753.51,0.05,4515.83,2220.03,49.161062307482794,4515.83,Cash on Delivery
ORD10620,2024-07-14,2024,Jul,7,2024-07,CUST0084,Arjun Rao,West,Pune,Electronics,Smart Watch,Smart Watch,2,2319.17,0.05,4406.42,293.06,6.650750495867394,4406.42,Net Banking
ORD11427,2024-12-25,2024,Dec,12,2024-12,CUST0466,Anika Reddy,West,Ahmedabad,Furniture,Study Table,Study Table,2,4991.64,0.0,9983.28,2232.93,22.366697117580593,9983.28,Cash on Delivery
ORD10508,2024-07-20,2024,Jul,7,2024-07,CUST0285,Isha Kapoor,West,Pune,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.05,3720.78,320.78,8.621310585414884,3720.78,Credit Card
ORD11171,2024-11-19,2024,Nov,11,2024-11,CUST0340,Rohan Singh,North,Delhi,Clothing,Denim Jeans,Denim Jeans,1,2056.08,0.0,2056.08,837.62,40.73868721061438,2056.08,UPI
ORD10701,2024-06-13,2024,Jun,6,2024-06,CUST0044,Ravi Kumar,North,Jaipur,Home & Kitchen,Water Bottle,Water Bottle,2,5018.72,0.0,10037.44,2999.28,29.880925813753308,10037.44,Net Banking
ORD12181,2024-04-01,2024,Apr,4,2024-04,CUST0462,Aadhya Reddy,North,Jaipur,Clothing,Women's Kurti,Women's Kurti,2,4506.86,0.0,9013.72,2326.64,25.812206281091495,9013.72,Debit Card
ORD11683,2024-08-21,2024,Aug,8,2024-08,CUST0113,Divya Nair,West,Pune,Furniture,Bookshelf,Bookshelf,1,4584.81,0.2,3667.85,362.64,9.886991016535571,3667.85,Credit Card
ORD10055,2024-04-19,2024,Apr,4,2024-04,CUST0204,Divya Gupta,South,Hyderabad,Electronics,USB-C Charger,USB-C Charger,2,700.94,0.2,1121.5,-134.04,-11.951850200624163,1121.5,UPI
ORD10373,2024-04-27,2024,Apr,4,2024-04,CUST0235,Pooja Chatterjee,South,Chennai,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.05,4281.52,937.98,21.907640277284703,4281.52,Debit Card
ORD11467,2024-11-10,2024,Nov,11,2024-11,CUST0220,Meera Chatterjee,West,Mumbai,Electronics,USB-C Charger,USB-C Charger,3,700.94,0.0,2102.82,219.51,10.438839272976287,2102.82,Credit Card
ORD11705,2024-09-07,2024,Sep,9,2024-09,CUST0220,Meera Chatterjee,North,Chandigarh,Clothing,Running Shoes,Running Shoes,1,910.04,0.0,910.04,346.79,38.107116170717774,910.04,UPI
ORD11737,2024-02-11,2024,Feb,2,2024-02,CUST0069,Karan Verma,South,Hyderabad,Clothing,Denim Jeans,Denim Jeans,1,2056.08,0.1,1850.47,632.01,34.154025734002715,1850.47,Credit Card
ORD11168,2024-02-11,2024,Feb,2,2024-02,CUST0364,Arjun Sharma,East,Bhubaneswar,Furniture,Office Chair,Office Chair,1,3394.32,0.0,3394.32,1144.69,33.72369134318509,3394.32,Credit Card
ORD10420,2024-09-27,2024,Sep,9,2024-09,CUST0390,Aditya Rao,North,Chandigarh,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.15,3975.99,238.56,6.000015090581214,3975.99,Debit Card
ORD11356,2024-03-10,2024,Mar,3,2024-03,CUST0365,Sanjay Rao,North,Delhi,Furniture,Study Table,Study Table,1,4991.64,0.1,4492.48,617.31,13.74096267540423,4492.48,Credit Card
ORD11820,2024-07-11,2024,Jul,7,2024-07,CUST0102,Saanvi Bose,North,Delhi,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.0,3935.47,1719.44,43.690842516903956,3935.47,UPI
ORD11270,2024-06-20,2024,Jun,6,2024-06,CUST0249,Krishna Nair,East,Kolkata,Furniture,Bed Side Table,Bed Side Table,1,5828.58,0.0,5828.58,998.88,17.137621856438447,5828.58,UPI
ORD10577,2024-02-04,2024,Feb,2,2024-02,CUST0298,Divya Kapoor,North,Chandigarh,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,1,2707.34,0.0,2707.34,790.08,29.18288800076828,2707.34,Cash on Delivery
ORD10047,2024-05-06,2024,May,5,2024-05,CUST0226,Nikhil Patel,South,Hyderabad,Electronics,Smart Watch,Smart Watch,1,2319.17,0.1,2087.25,30.57,1.4646065397053538,2087.25,Credit Card
ORD11643,2024-07-14,2024,Jul,7,2024-07,CUST0298,Divya Kapoor,South,Chennai,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.0,3916.61,516.61,13.190233390610759,3916.61,Cash on Delivery
ORD10233,2024-03-08,2024,Mar,3,2024-03,CUST0001,Isha Mehta,West,Ahmedabad,Furniture,Sofa Cover,Sofa Cover,1,4703.54,0.0,4703.54,1463.14,31.107208613087167,4703.54,Credit Card
ORD12189,2024-05-02,2024,May,5,2024-05,CUST0221,Kavya Sharma,South,Hyderabad,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.0,4142.6,1926.57,46.50630039105875,4142.6,UPI
ORD11734,2024-02-16,2024,Feb,2,2024-02,CUST0236,Sanjay Bose,South,Hyderabad,Clothing,Running Shoes,Running Shoes,1,910.04,0.0,910.04,346.79,38.107116170717774,910.04,UPI
ORD12146,2024-09-08,2024,Sep,9,2024-09,CUST0272,Vivaan Iyer,North,Delhi,Clothing,Denim Jeans,Denim Jeans,3,2056.08,0.0,6168.24,2512.85,40.73852508981493,6168.24,Net Banking
ORD10708,2024-09-03,2024,Sep,9,2024-09,CUST0444,Pooja Das,West,Mumbai,Clothing,Running Shoes,Running Shoes,1,910.04,0.0,910.04,346.79,38.107116170717774,910.04,Debit Card
ORD12066,2024-12-02,2024,Dec,12,2024-12,CUST0058,Myra Joshi,North,Delhi,Clothing,Running Shoes,Running Shoes,2,910.04,0.0,1729.08,602.58,34.84974668609897,1729.08,UPI
ORD10759,2024-07-12,2024,Jul,7,2024-07,CUST0172,Ravi Patel,West,Mumbai,Clothing,Women's Kurti,Women's Kurti,3,4506.86,0.0,13520.58,3489.97,25.812280242415635,13520.58,Debit Card
ORD11295,2024-09-14,2024,Sep,9,2024-09,CUST0052,Neha Iyer,South,Bengaluru,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.0,899.46,178.93,19.893046939274676,899.46,UPI
ORD11760,2024-09-15,2024,Sep,9,2024-09,CUST0318,Kavya Singh,North,Jaipur,Stationery,Notebook Pack,Notebook Pack,2,4753.51,0.0,9507.02,4915.41,51.702952134317584,9507.02,UPI
ORD11825,2024-12-13,2024,Dec,12,2024-12,CUST0401,Arun Rao,North,Chandigarh,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.3,3154.8,-188.74,-5.98262964371751,3154.8,Debit Card
ORD10319,2024-10-24,2024,Oct,10,2024-10,CUST0235,Pooja Chatterjee,North,Chandigarh,Clothing,Men's T-Shirt,Men's T-Shirt,1,1052.59,0.1,947.33,241.29,25.470532971614958,947.33,UPI
ORD11125,2024-06-20,2024,Jun,6,2024-06,CUST0036,Karan Mehta,South,Bengaluru,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.1,4209.88,472.45,11.222410139956484,4209.88,UPI
ORD12171,2024-09-13,2024,Sep,9,2024-09,CUST0221,Kavya Sharma,West,Ahmedabad,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.1,4516.85,997.77,22.089952068366227,4516.85,Cash on Delivery
ORD10396,2024-04-08,2024,Apr,4,2024-04,CUST0293,Vihaan Rao,West,Ahmedabad,Electronics,USB-C Charger,USB-C Charger,1,700.94,0.0,700.94,73.17,10.438839272976288,700.94,Debit Card
ORD10688,2024-11-16,2024,Nov,11,2024-11,CUST0473,Ravi Patel,East,Kolkata,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.05,4034.22,1579.32,39.14808810625102,4034.22,UPI
ORD11727,2024-01-28,2024,Jan,1,2024-01,CUST0339,Sneha Singh,North,Delhi,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.15,3521.21,1305.18,37.06623575418677,3521.21,Debit Card
ORD11802,2024-05-05,2024,May,5,2024-05,CUST0196,Sneha Joshi,West,Ahmedabad,Home & Kitchen,Air Fryer,Air Fryer,2,1319.46,0.05,2506.97,1182.65,47.174477556572285,2506.97,Cash on Delivery
ORD10003,2024-04-26,2024,Apr,4,2024-04,CUST0318,Kavya Singh,North,Chandigarh,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.05,4767.78,1248.7,26.19038630138136,4767.78,Cash on Delivery
ORD11257,2024-01-02,2024,Jan,1,2024-01,CUST0226,Nikhil Patel,North,Jaipur,Electronics,Bluetooth Speaker,Bluetooth Speaker,1,5172.8,0.15,4396.88,23.14,0.526282272884409,4396.88,Cash on Delivery
ORD10691,2024-10-13,2024,Oct,10,2024-10,CUST0015,Unknown Customer,North,Jaipur,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.1,3728.34,1512.31,40.56255599006528,3728.34,UPI
ORD12085,2025-02-22,2025,Feb,2,2025-02,CUST0419,Aadhya Mehta,West,Ahmedabad,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.1,4056.17,712.63,17.569036800725808,4056.17,UPI
ORD11897,2024-08-02,2024,Aug,8,2024-08,CUST0301,Arjun Bose,West,Pune,Furniture,Recliner Chair,Recliner Chair,1,2880.32,0.0,2880.32,982.88,34.123986223752915,2880.32,Debit Card
ORD11019,2024-10-12,2024,Oct,10,2024-10,CUST0468,Aditya Kumar,East,Patna,Furniture,Bookshelf,Bookshelf,1,4584.81,0.15,3897.09,591.88,15.187742649002203,3897.09,Debit Card
ORD11943,2024-02-02,2024,Feb,2,2024-02,CUST0148,Aarav Mehta,East,Bhubaneswar,Electronics,Bluetooth Speaker,Bluetooth Speaker,1,5172.8,0.15,4396.88,23.14,0.526282272884409,4396.88,Net Banking
ORD11741,2024-10-23,2024,Oct,10,2024-10,CUST0433,Riya Mehta,West,Pune,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.2,3420.18,1256.3,36.73198486629359,3420.18,Credit Card
ORD10111,2024-03-27,2024,Mar,3,2024-03,CUST0397,Diya Kumar,South,Bengaluru,Clothing,Men's T-Shirt,Men's T-Shirt,1,1052.59,0.0,1052.59,346.55,32.923550480243975,1052.59,Credit Card
ORD11465,2024-06-18,2024,Jun,6,2024-06,CUST0111,Priya Nair,East,Patna,Furniture,Recliner Chair,Recliner Chair,1,2880.32,0.0,2880.32,982.88,34.123986223752915,2880.32,Net Banking
ORD10641,2024-09-24,2024,Sep,9,2024-09,CUST0463,Neha Gupta,West,Mumbai,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.05,4061.46,1897.58,46.72162227376362,4061.46,UPI
ORD10424,2024-10-28,2024,Oct,10,2024-10,CUST0298,Divya Kapoor,South,Chennai,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.05,4281.52,937.98,21.907640277284703,4281.52,UPI
ORD10877,2025-01-20,2025,Jan,1,2025-01,CUST0036,Karan Mehta,North,Delhi,Stationery,Sticky Notes,Sticky Notes,1,2834.66,0.05,2692.93,1378.36,51.1843976635115,2692.93,UPI
ORD11151,2024-04-11,2024,Apr,4,2024-04,CUST0197,Pooja Chatterjee,West,Pune,Home & Kitchen,Mixer Grinder,Mixer Grinder,2,4246.55,0.05,8068.44,3158.65,39.14821204594693,8068.44,Debit Card
ORD10763,2025-01-20,2025,Jan,1,2025-01,CUST0322,Nikhil Bose,North,Delhi,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.1,809.51,88.98,10.991834566589667,809.51,Debit Card
ORD10846,2024-12-23,2024,Dec,12,2024-12,CUST0008,Meera Nair,North,Chandigarh,Home & Kitchen,LED Table Lamp,LED Table Lamp,1,2416.75,0.05,2295.91,913.33,39.78074053425439,2295.91,Credit Card
ORD10515,2024-06-19,2024,Jun,6,2024-06,CUST0034,Arjun Patel,North,Jaipur,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.0,4142.6,1926.57,46.50630039105875,4142.6,UPI
ORD10841,2024-09-01,2024,Sep,9,2024-09,CUST0143,Myra Das,South,Hyderabad,Clothing,Denim Jeans,Denim Jeans,1,2056.08,0.05,1953.28,734.82,37.61979849279162,1953.28,UPI
ORD12054,2024-03-11,2024,Mar,3,2024-03,CUST0201,Ananya Gupta,North,Delhi,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.2,3682.14,-283.02,-7.68629112418322,3682.14,UPI
ORD11804,2025-03-21,2025,Mar,3,2025-03,CUST0276,Nikhil Rao,East,Patna,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,2,2707.34,0.0,5414.68,1580.17,29.183072683888984,5414.68,Net Banking
ORD10947,2024-09-03,2024,Sep,9,2024-09,CUST0078,Aadhya Singh,East,Bhubaneswar,Clothing,Winter Jacket,Winter Jacket,4,2896.9,0.05,11008.22,4665.54,42.38232884153842,11008.22,Cash on Delivery
ORD10029,2024-03-23,2024,Mar,3,2024-03,CUST0030,Divya Das,East,Bhubaneswar,Furniture,Office Chair,Office Chair,1,3394.32,0.0,3394.32,1144.69,33.72369134318509,3394.32,Credit Card
ORD10591,2024-06-24,2024,Jun,6,2024-06,CUST0423,Nikhil Rao,North,Chandigarh,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.0,4275.22,2111.34,49.385528697938355,4275.22,Debit Card
ORD11635,2024-05-22,2024,May,5,2024-05,CUST0109,Nikhil Reddy,West,Pune,Stationery,Gel Pen Set,Gel Pen Set,2,4275.22,0.1,7695.4,3367.63,43.76159783766926,7695.4,Credit Card
ORD10013,2024-07-17,2024,Jul,7,2024-07,CUST0301,Arjun Bose,West,Pune,Electronics,Bluetooth Speaker,Bluetooth Speaker,2,5172.8,0.15,8793.76,46.28,0.526282272884409,8793.76,UPI
ORD10507,2025-02-01,2025,Feb,2,2025-02,CUST0395,Diya Verma,West,Mumbai,Electronics,Smart Watch,Smart Watch,1,2319.17,0.1,2087.25,30.57,1.4646065397053538,2087.25,UPI
ORD11785,2024-12-27,2024,Dec,12,2024-12,CUST0142,Rohan Kumar,West,Ahmedabad,Furniture,Office Chair,Office Chair,2,3394.32,0.0,6788.64,2289.38,33.72369134318509,6788.64,Credit Card
ORD11514,2024-08-21,2024,Aug,8,2024-08,CUST0426,Ishaan Patel,North,Jaipur,Furniture,Recliner Chair,Recliner Chair,1,2880.32,0.05,2736.3,838.86,30.656726236158317,2736.3,Credit Card
ORD10195,2024-03-24,2024,Mar,3,2024-03,CUST0022,Aadhya Patel,North,Chandigarh,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.05,854.49,133.96,15.677187562171587,854.49,Cash on Delivery
ORD11715,2024-11-24,2024,Nov,11,2024-11,CUST0029,Neha Gupta,North,Delhi,Electronics,Laptop Stand,Laptop Stand,2,4602.67,0.15,7824.54,-105.78,-1.3519005590104978,7824.54,Credit Card
